2,4,9,3,9,5,:1,4,
3,4,9,3,9,5,:2,4,
4,4,9,3,9,5,:3,4,
4,4,9,3,9,5,:3,3,
4,4,9,3,9,5,:3,2,
4,4,9,3,9,5,:4,2,
4,4,9,3,9,5,:4,1,
4,4,9,3,9,5,:5,1,
4,4,9,3,9,5,:6,1,
4,4,9,3,9,5,:7,1,
4,4,9,3,9,5,:8,1,
4,4,9,3,9,5,:8,2,
4,4,9,3,9,5,:9,2,
4,4,9,4,9,5,:9,3,
4,4,9,4,9,5,:10,3,
4,4,9,4,9,5,:10,4,
4,4,8,4,9,5,:9,4,
4,4,7,4,9,5,:8,4,
4,4,6,4,9,5,:7,4,
4,4,6,4,9,5,:7,3,
4,4,6,4,9,5,:6,3,
4,4,6,4,9,5,:5,3,
4,4,6,4,9,5,:5,4,
4,4,7,4,9,5,:6,4,
4,4,8,4,9,5,:7,4,
4,4,9,4,9,5,:8,4,
4,4,10,4,9,5,:9,4,
4,4,10,4,9,5,:9,3,
4,4,10,4,9,5,:9,2,
4,4,10,4,9,5,:8,2,
4,4,10,4,9,5,:8,1,
4,4,10,4,9,5,:7,1,
4,4,10,4,9,5,:6,1,
4,4,10,4,9,5,:5,1,
4,4,10,4,9,5,:4,1,
4,4,10,4,9,5,:4,2,
4,4,10,4,9,5,:3,2,
4,4,10,4,9,5,:3,3,
4,4,10,4,9,5,:3,4,
4,4,10,4,9,5,:3,5,
4,4,10,4,9,5,:3,6,
4,4,10,4,9,5,:4,6,
4,4,10,4,9,5,:4,7,
4,4,10,4,9,5,:5,7,
4,4,10,4,9,5,:6,7,
4,4,10,4,9,5,:7,7,
4,4,10,4,9,5,:8,7,
4,4,10,4,9,5,:8,6,
4,4,10,4,9,5,:9,6,
4,4,10,4,9,4,:9,5,
4,4,10,4,9,4,:10,5,
4,4,10,3,9,4,:10,4,
4,4,10,3,8,4,:9,4,
4,4,10,3,7,4,:8,4,
4,4,10,3,6,4,:7,4,
4,4,10,3,6,4,:7,5,
4,4,10,3,6,4,:6,5,
4,4,10,3,6,4,:5,5,
4,4,10,3,6,4,:5,4,
3,4,10,3,6,4,:4,4,
3,4,10,3,6,4,:5,4,
3,4,10,3,7,4,:6,4,
3,4,10,3,8,4,:7,4,
3,4,10,3,9,4,:8,4,
3,4,10,3,10,4,:9,4,
3,4,10,3,10,4,:9,3,
3,4,11,3,10,4,:10,3,
3,4,11,3,10,5,:10,4,
3,4,11,3,10,5,:11,4,
3,4,11,3,10,5,:12,4,
3,4,11,3,10,5,:12,3,
3,4,10,3,10,5,:11,3,
