11,2,7,2,3,2,:2,6,
11,2,7,2,3,2,:3,6,
11,2,7,2,3,2,:4,6,
11,2,7,2,3,2,:5,6,
11,2,7,2,3,2,:5,5,
11,2,7,2,3,2,:6,5,
11,2,7,2,3,2,:7,5,
11,2,7,2,3,2,:8,5,
11,2,7,2,3,2,:9,5,
11,2,7,2,3,2,:10,5,
11,2,7,2,3,2,:11,5,
11,2,7,2,3,2,:11,4,
11,2,7,2,3,2,:11,3,
11,2,7,2,3,2,:12,3,
11,2,7,2,3,2,:12,2,
11,2,7,2,3,2,:12,1,
11,2,7,2,3,2,:11,1,
11,3,7,2,3,2,:11,2,
11,4,7,2,3,2,:11,3,
11,5,7,2,3,2,:11,4,
11,6,7,2,3,2,:11,5,
11,6,7,2,3,2,:12,5,
11,6,7,2,3,2,:12,6,
10,6,7,2,3,2,:11,6,
9,6,7,2,3,2,:10,6,
8,6,7,2,3,2,:9,6,
7,6,7,2,3,2,:8,6,
6,6,7,2,3,2,:7,6,
5,6,7,2,3,2,:6,6,
4,6,7,2,3,2,:5,6,
3,6,7,2,3,2,:4,6,
2,6,7,2,3,2,:3,6,
2,6,7,2,3,2,:3,5,
2,6,7,2,3,2,:3,4,
2,6,7,2,3,2,:3,3,
2,6,7,2,3,2,:2,3,
2,6,7,2,3,2,:2,2,
2,6,7,2,3,2,:2,1,
2,6,7,2,3,2,:3,1,
2,6,7,2,3,3,:3,2,
2,6,7,2,3,4,:3,3,
2,6,7,2,3,5,:3,4,
2,6,7,2,3,6,:3,5,
2,6,7,2,3,7,:3,6,
2,6,7,2,3,7,:4,6,
2,6,7,2,3,7,:4,7,
2,6,7,2,2,7,:3,7,
2,6,7,2,1,7,:2,7,
2,5,7,2,1,7,:2,6,
2,5,7,2,1,7,:3,6,
2,5,7,2,1,7,:3,5,
1,5,7,2,1,7,:2,5,
1,5,7,2,1,7,:3,5,
1,5,7,2,1,7,:4,5,
1,5,7,2,1,7,:5,5,
1,5,7,2,1,7,:6,5,
1,5,7,2,1,7,:7,5,
1,5,7,2,1,7,:7,4,
1,5,7,2,1,7,:7,3,
1,5,7,2,1,7,:8,3,
1,5,7,2,1,7,:8,2,
1,5,7,2,1,7,:8,1,
1,5,7,2,1,7,:7,1,
1,5,7,3,1,7,:7,2,
1,5,7,4,1,7,:7,3,
1,5,7,5,1,7,:7,4,
1,5,7,6,1,7,:7,5,
1,5,7,6,1,7,:8,5,
1,5,7,6,1,7,:8,6,
1,5,6,6,1,7,:7,6,
1,5,5,6,1,7,:6,6,
1,5,4,6,1,7,:5,6,
1,5,3,6,1,7,:4,6,
1,5,2,6,1,7,:3,6,
1,5,1,6,1,7,:2,6,
